X,CH1,Start,Increment,
Sequence,Volt,-3.000000e-02,5.000000e-05
0,6.40e-03,
1,-3.60e-03,
2,-3.60e-03,
3,5.60e-03,
4,-3.20e-03,
5,5.60e-03,
6,-2.80e-03,
7,6.40e-03,
8,5.60e-03,
9,-3.60e-03,
10,6.40e-03,
11,-3.60e-03,
12,7.20e-03,
13,-3.60e-03,
14,5.60e-03,
15,-4.00e-03,
16,-3.20e-03,
17,5.60e-03,
18,6.80e-03,
19,-2.80e-03,
20,5.60e-03,
21,-3.20e-03,
22,6.00e-03,
23,-4.00e-03,
24,6.80e-03,
25,-4.00e-03,
26,6.40e-03,
27,-3.60e-03,
28,5.60e-03,
29,-3.20e-03,
30,6.40e-03,
31,-3.60e-03,
32,6.00e-03,
33,-2.40e-03,
34,6.00e-03,
35,-2.40e-03,
36,5.60e-03,
37,-2.00e-03,
38,6.80e-03,
39,-2.40e-03,
40,6.00e-03,
41,-3.20e-03,
42,6.80e-03,
43,-2.80e-03,
44,6.00e-03,
45,-2.80e-03,
46,-2.40e-03,
47,7.20e-03,
48,7.20e-03,
49,-3.20e-03,
50,6.80e-03,
51,-2.80e-03,
52,6.80e-03,
53,-2.40e-03,
54,7.20e-03,
55,-2.40e-03,
56,-1.60e-03,
57,7.60e-03,
58,-2.40e-03,
59,6.80e-03,
60,-2.40e-03,
61,7.60e-03,
62,-2.80e-03,
63,6.40e-03,
64,7.20e-03,
65,-3.20e-03,
66,-2.40e-03,
67,7.20e-03,
68,-2.40e-03,
69,6.80e-03,
70,-2.80e-03,
71,6.40e-03,
72,6.80e-03,
73,-2.80e-03,
74,-2.40e-03,
75,6.40e-03,
76,-2.40e-03,
77,6.80e-03,
78,6.40e-03,
79,-2.40e-03,
80,6.40e-03,
81,-1.60e-03,
82,-2.80e-03,
83,7.20e-03,
84,-2.00e-03,
85,6.40e-03,
86,-3.60e-03,
87,6.00e-03,
88,-2.80e-03,
89,6.80e-03,
90,6.00e-03,
91,-2.40e-03,
92,-2.00e-03,
93,6.00e-03,
94,-2.40e-03,
95,5.60e-03,
96,-1.60e-03,
97,5.60e-03,
98,-2.40e-03,
99,5.60e-03,
100,-3.60e-03,
101,6.00e-03,
102,-2.40e-03,
103,5.20e-03,
104,-3.20e-03,
105,5.60e-03,
106,-3.20e-03,
107,5.20e-03,
108,-2.80e-03,
109,5.60e-03,
110,-3.20e-03,
111,5.60e-03,
112,-2.40e-03,
113,5.60e-03,
114,-1.60e-03,
115,5.20e-03,
116,-2.40e-03,
117,5.20e-03,
118,-2.40e-03,
119,5.20e-03,
120,-3.20e-03,
121,5.60e-03,
122,-4.00e-03,
123,4.80e-03,
124,-2.80e-03,
125,5.20e-03,
126,-3.20e-03,
127,4.40e-03,
128,-3.20e-03,
129,5.60e-03,
130,-3.60e-03,
131,5.60e-03,
132,-4.00e-03,
133,5.20e-03,
134,-4.40e-03,
135,8.40e-03,
136,-3.20e-03,
137,6.00e-03,
138,-3.60e-03,
139,6.00e-03,
140,-3.60e-03,
141,5.60e-03,
142,-3.20e-03,
143,4.80e-03,
144,-3.20e-03,
145,6.40e-03,
146,-4.80e-03,
