X,CH1,Start,Increment,
Sequence,Volt,-1.200000e-04,2.000000e-07
0,3.04e-02,
1,2.16e-02,
2,3.04e-02,
3,1.92e-02,
4,6.80e-02,
5,-2.08e-02,
6,4.00e-03,
7,4.48e-02,
8,5.84e-02,
9,-2.40e-03,
10,1.04e-02,
11,4.72e-02,
12,9.60e-03,
13,3.92e-02,
14,3.28e-02,
15,2.00e-02,
16,3.12e-02,
17,2.00e-02,
18,2.96e-02,
19,1.92e-02,
20,3.28e-02,
21,1.84e-02,
22,2.96e-02,
23,1.84e-02,
24,4.80e-03,
25,4.56e-02,
26,1.52e-02,
27,3.36e-02,
28,3.28e-02,
29,1.60e-02,
30,3.12e-02,
31,1.76e-02,
32,4.32e-02,
33,1.04e-02,
34,1.44e-02,
35,3.52e-02,
36,2.96e-02,
37,1.68e-02,
38,1.52e-02,
39,3.52e-02,
40,2.88e-02,
41,1.60e-02,
42,3.52e-02,
43,9.60e-03,
44,1.44e-02,
45,2.96e-02,
46,-1.60e-03,
47,6.40e-02,
48,-1.36e-02,
49,6.40e-02,
50,-4.80e-03,
51,4.88e-02,
52,8.00e-04,
53,3.76e-02,
54,3.44e-02,
55,1.28e-02,
56,2.88e-02,
57,1.60e-02,
58,1.84e-02,
59,2.96e-02,
60,3.68e-02,
61,7.20e-03,
62,1.44e-02,
63,3.20e-02,
64,1.60e-02,
65,2.88e-02,
66,2.80e-02,
67,1.60e-02,
68,3.20e-02,
69,1.52e-02,
70,7.20e-03,
71,3.60e-02,
72,2.96e-02,
73,1.44e-02,
74,1.68e-02,
75,2.88e-02,
76,1.76e-02,
77,2.80e-02,
78,8.80e-03,
79,3.44e-02,
80,9.60e-03,
81,3.68e-02,
82,1.44e-02,
83,2.96e-02,
84,1.60e-02,
85,2.80e-02,
86,8.00e-04,
87,3.28e-02,
88,2.64e-02,
89,1.60e-02,
90,-1.28e-02,
91,5.76e-02,
92,4.32e-02,
93,8.00e-04,
94,3.76e-02,
95,1.04e-02,
96,3.28e-02,
97,8.80e-03,
98,3.60e-02,
99,-1.60e-03,
100,2.88e-02,
101,4.80e-03,
102,1.28e-02,
103,2.72e-02,
104,2.48e-02,
105,1.36e-02,
106,2.48e-02,
107,1.28e-02,
108,3.76e-02,
109,6.40e-03,
110,1.52e-02,
111,2.56e-02,
112,1.12e-02,
113,2.64e-02,
114,1.44e-02,
115,2.40e-02,
116,3.20e-02,
117,5.60e-03,
118,8.80e-03,
119,2.64e-02,
120,2.48e-02,
121,1.20e-02,
122,2.56e-02,
123,1.44e-02,
124,2.48e-02,
125,1.20e-02,
126,4.00e-03,
127,3.20e-02,
128,2.56e-02,
129,1.20e-02,
130,1.20e-02,
131,2.72e-02,
132,6.08e-02,
133,-2.64e-02,
134,4.32e-02,
135,-8.00e-04,
136,4.80e-02,
137,-1.28e-02,
138,4.00e-02,
139,8.00e-04,
140,3.20e-02,
141,8.00e-03,
142,1.04e-02,
143,2.64e-02,
144,3.20e-02,
145,4.00e-03,
146,2.96e-02,
147,8.00e-03,
148,2.32e-02,
149,1.20e-02,
150,2.48e-02,
151,1.28e-02,
152,1.28e-02,
153,2.40e-02,
154,3.04e-02,
155,5.60e-03,
156,9.60e-03,
157,2.48e-02,
158,2.40e-02,
159,1.20e-02,
160,1.44e-02,
161,2.48e-02,
162,1.04e-02,
163,2.64e-02,
164,1.60e-03,
165,3.68e-02,
166,1.28e-02,
167,2.48e-02,
168,1.20e-02,
169,2.64e-02,
170,2.24e-02,
171,1.36e-02,
172,3.20e-02,
173,7.20e-03,
