X,CH1,Start,Increment,
Sequence,Volt,-6.000000e-08,1.000000e-10
0,0.00e+00,
1,0.00e+00,
2,0.00e+00,
3,0.00e+00,
4,0.00e+00,
5,0.00e+00,
6,0.00e+00,
7,0.00e+00,
8,-4.00e-03,
9,-4.00e-03,
10,-4.00e-03,
11,-4.00e-03,
12,-4.00e-03,
13,-4.00e-03,
14,-4.00e-03,
15,-4.00e-03,
16,-8.00e-03,
17,-8.00e-03,
18,-8.00e-03,
19,-8.00e-03,
20,-8.00e-03,
21,-8.00e-03,
22,-8.00e-03,
23,-8.00e-03,
24,-8.00e-03,
25,-8.00e-03,
26,-8.00e-03,
27,-8.00e-03,
28,-8.00e-03,
29,-8.00e-03,
30,-8.00e-03,
31,-8.00e-03,
32,-8.00e-03,
33,-8.00e-03,
34,-4.00e-03,
35,-4.00e-03,
36,-8.00e-03,
37,-8.00e-03,
38,-8.00e-03,
39,-8.00e-03,
40,-8.00e-03,
41,-8.00e-03,
42,-8.00e-03,
43,-8.00e-03,
44,-4.00e-03,
45,-4.00e-03,
46,-4.00e-03,
47,-4.00e-03,
48,-8.00e-03,
49,-8.00e-03,
50,-8.00e-03,
51,-8.00e-03,
52,-1.20e-02,
53,-1.20e-02,
54,-1.60e-02,
55,-1.60e-02,
56,-2.00e-02,
57,-2.00e-02,
58,-2.00e-02,
59,-2.00e-02,
60,-2.00e-02,
61,-2.00e-02,
62,-2.00e-02,
63,-2.00e-02,
64,-2.00e-02,
65,-2.00e-02,
66,-2.00e-02,
67,-2.00e-02,
68,-2.00e-02,
69,-2.00e-02,
70,-2.00e-02,
71,-2.00e-02,
72,-2.00e-02,
73,-2.00e-02,
74,-2.00e-02,
75,-2.00e-02,
76,-2.00e-02,
77,-2.00e-02,
78,-2.00e-02,
79,-2.00e-02,
80,-1.60e-02,
81,-1.60e-02,
82,-1.60e-02,
83,-1.60e-02,
84,-1.60e-02,
85,-1.60e-02,
86,-1.60e-02,
87,-1.60e-02,
88,-1.60e-02,
89,-1.60e-02,
90,-1.60e-02,
91,-1.60e-02,
92,-1.20e-02,
93,-1.20e-02,
94,-1.60e-02,
95,-1.60e-02,
96,-1.60e-02,
97,-1.60e-02,
98,-1.60e-02,
